movieId,title,genres
7458,"Employee Motivation Masterclass: Build Motivation in the Workplace",Course-Difficulty|Business-And-Management|Math-And-Logic
8014,Complex Analysis - Massachusetts Institute of Technology (MIT) by University of Florida",Math-And-Logic
8360,""The Fiction of Relationship" by Brown University",Business-And-Management|Design|Environmental-Science|Arts-And-Humanities|Electrical-And-Mechanical-Engineering
8361,"The Complete Agile Scrum Master Bootcamp",Course-Difficulty|Business-And-Management|Math-And-Logic|Digital-Marketing|Physics-And-Astronomy
8366,""Introduction to Poetry" by University of Washington",Arts-And-Humanities|Math-And-Logic
8368,"Agile Scrum Mastery: Full Project Management Certification",Business-And-Management|Language-Learning
8370,""Software Architecture: Complete Guide" by TELCOMA Global",Course-Difficulty|Arts-And-Humanities|Computer-Science|Math-And-Logic
8371,"Social Media Marketing Specialization - Northwestern University",Course-Difficulty|Digital-Marketing|Physics-And-Astronomy
8373,"Stepford Wives music by MIT",Arts-And-Humanities|Language-Learning|Physics-And-Astronomy
8376,"Modern Art and Ideas by The Museum of Modern Art",Arts-And-Humanities
8464,""Shakespeare’s Hamlet: The Ghost" by Harvard University",Arts-And-Humanities|Data-Science|Math-And-Logic
8528,""Jazz Appreciation" by University of Iowa",Arts-And-Humanities
8529,""History of Rock, Part One" by University of Rochester",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
8533,"Discrete Optimization - North Carolina State University",Math-And-Logic|Electrical-And-Mechanical-Engineering
8622,""Learn Database Design with MySQL" by Eduonix Learning Solutions",Data-Science
8636,"Quality Management for Business Excellence by Havard",Course-Difficulty|Business-And-Management|Digital-Marketing
8638,"Mathematics for Artificial Intelligence 2nd - Microsoft",Math-And-Logic|Electrical-And-Mechanical-Engineering
8640,"Complex Analysis 2nd - Massachusetts Institute of Technology (MIT)",Course-Difficulty|Business-And-Management|Math-And-Logic
8641,""Guitar for Beginners" by Berklee College of Music",Arts-And-Humanities
8644,"I, Robot (2004)",Course-Difficulty|Business-And-Management|Digital-Marketing|Physics-And-Astronomy
8665,"Astronomy: Exploring Time and Space 2nd - University of Arizona",Course-Difficulty|Computer-Science|Physics-And-Astronomy
8781,"Galaxies and Cosmology 2 - University of Arizona",Physics-And-Astronomy
8783,"Mechanics: Kinematics and Dynamics 2 - Georgia Institute of Technology",Math-And-Logic|Social-Science|Physics-And-Astronomy
8784,""Making Music with Others" by Berklee College of Music",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
8798,"Fundamentals of Physics 2 - RIT (Rochester Institute of Technology)",Course-Difficulty|Computer-Science|Math-And-Logic|Physics-And-Astronomy
8807,""Introduction to Music Theory" by Berklee College of Music",Business-And-Management|Arts-And-Humanities
8810,"AVP: Alien ",Course-Difficulty|Health|Digital-Marketing|Physics-And-Astronomy
8861,"Modern Physics: Quantum Mechanics - Havard",Course-Difficulty|Health|Digital-Marketing|Physics-And-Astronomy
8865,"Accounting - Financial Accounting Total-Beginners to Advanced 2",Course-Difficulty|Business-And-Management|Digital-Marketing
8873,"Accounting - Financial Accounting Total-Beginners to Advanced 3",Business-And-Management|Math-And-Logic
8874,""The Science of Happiness" by University of California, Berkeley",Arts-And-Humanities|Health
8907,""The History of Modern Israel" by Tel Aviv University",Design|Environmental-Science|Arts-And-Humanities
8910,""A History of East Asia" by University of Tokyo",Arts-And-Humanities
8914,"Primer (2004)",Math-And-Logic|Digital-Marketing
8917,""China’s Political and Intellectual Foundations: From Sage Kings to Confucius" by Harvard University",Course-Difficulty|Business-And-Management|Design|Arts-And-Humanities
8947,"Introduction to Thermodynamics 3 - University of Michigan",Health|Social-Science|Physics-And-Astronomy
8949,""Philosophy and Critical Thinking" by University of Queensland",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
8950,"Quantum Mechanics: Quantum Physics in 2D Potentials - University of Geneva",Math-And-Logic|Social-Science|Physics-And-Astronomy
8957,"Health for All - Johns Hopkins University",Health|Social-Science|Physics-And-Astronomy
8958,"Mathematical Thinking in Computer Science 2 by MIT",Math-And-Logic
8961,""Mandarin Chinese for Beginners" by Peking University",Course-Difficulty|Business-And-Management|Design|Environmental-Science|Arts-And-Humanities
8965,"Spanish for Beginners 2 - University of California, Davis ",Business-And-Management|Design|Environmental-Science|Language-Learning
8969,""Spanish for Beginners" by Autonomous University of Barcelona",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
8970,"Complex Variables with Applications 2 by Havard",Math-And-Logic
8972,"Number Theory and the Secrets of Numbers 2",Course-Difficulty|Business-And-Management|Math-And-Logic|Social-Science|Physics-And-Astronomy
8977,"Mathematical Thinking in Computer Science 3 by MIT",Course-Difficulty|Business-And-Management|Math-And-Logic
8981,"Linear Algebra Foundations to Frontiers - The University of Texas at Austin",Math-And-Logic|Electrical-And-Mechanical-Engineering
8983,"Mathematics for Machine Learning: Linear Algebra 2 - Imperial College London",Course-Difficulty|Math-And-Logic|Electrical-And-Mechanical-Engineering
8984,""The Miracles of Human Language: An Introduction to Linguistics" by Leiden University",Course-Difficulty|Arts-And-Humanities|Computer-Science|Physics-And-Astronomy
8985,"Advanced Level Physics - Udemy",Course-Difficulty|Language-Learning|Health|Physics-And-Astronomy
27611,"Applied Data Science with Python Specialization - University of Michigan (Includes a Linear Algebra course)",Math-And-Logic|Digital-Marketing
27660,""Graphic Design Basics" by University of Colorado Boulder",Course-Difficulty|Design|Math-And-Logic|Digital-Marketing
27706,""The Art of Structural Engineering: Vaults" by Princeton University",Business-And-Management|Environmental-Science|Arts-And-Humanities|Language-Learning
27773,"Quantum Physics 2 - Udemy",Social-Science|Physics-And-Astronomy
27801,"AP Physics C: Mechanics - Khan Academy",Course-Difficulty|Physics-And-Astronomy
27808,""Creative Writing: Crafting Personal Essays with Impact" by Roxane Gay",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
27815,"The Ultimate Linear Algebra Theory and Implementation Guide 2",Math-And-Logic
27831,"The Ultimate Linear Algebra Theory and Implementation Guide 3",Computer-Science|Math-And-Logic|Physics-And-Astronomy
27846,"Data Science and Machine Learning Bootcamp with Matlab 2 - University of São Paulo",Data-Science
27904,"SIntroduction to Commutative Algebra 3 by MIT",Design|Math-And-Logic|Social-Science|Digital-Marketing|Physics-And-Astronomy
30707,"Introduction to Commutative Algebra 4 by MIT",Math-And-Logic
30749,"Introduction to Commutative Algebra 5 by MIT",Math-And-Logic
30793,""The Creative Writer’s Toolkit" by Hannah Lee Kidder",Business-And-Management|Environmental-Science|Arts-And-Humanities|Language-Learning
30810,""Writing Fiction: A Guide to Narrative Craft" by Lisa Cron",Business-And-Management|Arts-And-Humanities|Language-Learning
30812,"Introduction to Probability and Statistics 2 by Havard",Math-And-Logic
30816,"Introduction to Topology 3 by MIT",Math-And-Logic|Electrical-And-Mechanical-Engineering
30822,""Logo Design with Draplin: Secrets of Shape, Type, and Color" by Aaron Draplin",Arts-And-Humanities|Math-And-Logic
30825,""Songwriting for Producers" by Eyal Levi",Arts-And-Humanities
31221,"Introduction to Topology by Havard 2",Course-Difficulty|Business-And-Management|Computer-Science|Math-And-Logic
31410,"Advanced Linear Models for Data Science 2 - Microsoft",Math-And-Logic
31433,"Logo Design with Grids - George Bokhua (Skillshare)",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
31658,"Web Design - Andy Pratt (Skillshare)",Business-And-Management|Design|Language-Learning|Electrical-And-Mechanical-Engineering
31685,""Drawing as Self-Discovery: 5 Ways to Start" by Mari Andrew",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
31696,"Italian Language and Culture for Beginners 2",Course-Difficulty|Language-Learning|Health|Physics-And-Astronomy
31878,""Digital Illustration: Learn to Use Procreate" by Jarom Vogel",Course-Difficulty|Arts-And-Humanities
32029,"Abstract Algebra 3 by MIT",Course-Difficulty|Computer-Science|Math-And-Logic|Physics-And-Astronomy
32031,""Music Theory Comprehensive: Part 1 - How to Read Music" by Jason Allen",Business-And-Management|Design|Environmental-Science|Arts-And-Humanities|Language-Learning|Digital-Marketing
32587,"Social Psychology 2 - Wesleyan University",Course-Difficulty|Computer-Science|Social-Science|Physics-And-Astronomy
33004,""Learn Guitar: The Complete Beginners Guide" by Andrew Clarke",Business-And-Management|Arts-And-Humanities|Digital-Marketing
33162,"Essential Mathematics for Artificial Intelligence 2 - Microsoft",Course-Difficulty|Math-And-Logic|Electrical-And-Mechanical-Engineering
33166,"Stock prediction using Deep Learning",Computer-Science|Math-And-Logic
33493,"Marketing Psychology: How To Become A Master Of Influence 2",Course-Difficulty|Business-And-Management|Digital-Marketing
33615,""The Complete Music Production Course"",Business-And-Management|Design|Environmental-Science|Arts-And-Humanities
33660,""Music Composition Masterclass"",Math-And-Logic|Electrical-And-Mechanical-Engineering
33679,"Mr. & Mrs. Smith how to be make a business",Course-Difficulty|Business-And-Management|Arts-And-Humanities|Electrical-And-Mechanical-Engineering
33794,"Deep Learning by Deeplearning.AI",Course-Difficulty|Computer-Science
33836,""Music Theory Comprehensive: Part 5 - Counterpoint Complete"",Arts-And-Humanities|Language-Learning|Electrical-And-Mechanical-Engineering
34048,"Particle Physics: an Introduction 3 - University of Geneva",Course-Difficulty|Business-And-Management|Digital-Marketing|Physics-And-Astronomy
34072,"Data Science for Executives - Columbia University",Data-Science
34150,"Search Engine Optimization (SEO) 2 - University of California, Davis",Course-Difficulty|Business-And-Management|Digital-Marketing
34162,"Adobe XD: UI/UX Design 2 - Udemy",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
34319,"The Science of Stars and Galaxies 2 - University of Arizona",Course-Difficulty|Digital-Marketing|Physics-And-Astronomy
34405,"Social Media Strategy Certification - HubSpot Academy",Course-Difficulty|Business-And-Management|Digital-Marketing
34437,"The Science of Well-Being 2 - Yale University",Arts-And-Humanities|Math-And-Logic
34520,"Graphic Design Specialization 2 - California Institute of the Arts",Course-Difficulty|Business-And-Management|Arts-And-Humanities
35836,"Digital Painting: From Beginner to Master - Udemy",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
36401,"Design Thinking Fundamentals 2 - University of Virginia",Arts-And-Humanities|Language-Learning|Health|Physics-And-Astronomy
36517,"Linear Algebra: Vectors and Spaces 2 - Khan Academy",Math-And-Logic|Physics-And-Astronomy
36519,""SwiftUI Masterclass: iOS Development with Swift" by Robert Petras",Course-Difficulty|Computer-Science|Physics-And-Astronomy
36529,""Full Stack Web Development Bootcamp 2022" by Dr. Angela Yu",Course-Difficulty|Computer-Science|Math-And-Logic|Physics-And-Astronomy
36708,"Digital Painting: From Beginner to Master 2 - Udemy",Business-And-Management|Design|Arts-And-Humanities
37380,"SEO 2022: Complete SEO Training + SEO for WordPress Websites",Course-Difficulty|Health|Digital-Marketing
37384,"UX & Web Design Master Course 2- Udemy",Arts-And-Humanities
37386,"SEO 2021: Complete SEO Training + SEO for WordPress Websites",Course-Difficulty|Digital-Marketing
37727,"Quantum Mechanics for Everyone 2 - Georgetown University",Course-Difficulty|Math-And-Logic|Physics-And-Astronomy
37729,"CBrand and Product Management - IE Business School",Design|Arts-And-Humanities|Language-Learning|Electrical-And-Mechanical-Engineering
37733,""Complete PHP Course with Bootstrap3 CMS System & Admin Panel" by Sebastian Sulinski",Course-Difficulty|Computer-Science|Math-And-Logic|Physics-And-Astronomy
37741,""Vue - The Complete Guide (w/ Router, Vuex, Composition API)" by Maximilian Schwarzmüller",Computer-Science|Math-And-Logic
37830,"SEO 2020: Complete SEO Training + SEO for WordPress Websites",Course-Difficulty|Business-And-Management|Design|Language-Learning|Digital-Marketing
38038,"Brand and Product Management 2 - IE Business School",Business-And-Management|Design|Environmental-Science|Arts-And-Humanities
38061,"Logo Design in Adobe Illustrator 2 - Udemy",Arts-And-Humanities|Computer-Science|Social-Science|Physics-And-Astronomy
39183,"Data Science Math Skills 2 - Duke University",Math-And-Logic|Electrical-And-Mechanical-Engineering
39292,"Data Science Math Skills 3 - Duke University",Computer-Science|Math-And-Logic
39446,"Managing Your Health - University of Toronto",Health|Physics-And-Astronomy
40278,"JMathematics for Machine Learning: Linear Algebra 2 - Imperial College London",Course-Difficulty|Math-And-Logic
40583,"Advanced Linear Models for Data Science 3 - Microsoft",Math-And-Logic|Physics-And-Astronomy
40629,"Advanced Linear Models for Data Science 4- Microsoft",Math-And-Logic|Electrical-And-Mechanical-Engineering
40732,"Advanced Linear Models for Data Science 5 - Microsoft",Business-And-Management|Math-And-Logic|Health|Physics-And-Astronomy
40815,"Japanese In Context - Elementary Japanese Course",Business-And-Management|Language-Learning|Physics-And-Astronomy
40819,"Complex Variables with Applications 3",Math-And-Logic|Electrical-And-Mechanical-Engineering
40826,"Advanced Linear Models for Data Science 2 - Microsoft",Math-And-Logic|Electrical-And-Mechanical-Engineering
41285,"Functional Programming in Scala Specialization - École Polytechnique Fédérale de Lausanne",Computer-Science|Math-And-Logic|Electrical-And-Mechanical-Engineering
41566,"German for Beginners",Business-And-Management|Environmental-Science|Language-Learning
41569,"Chinese for Beginners - Peking University",Course-Difficulty|Business-And-Management|Math-And-Logic|Language-Learning|Physics-And-Astronomy
41997,"Exploring Time and Space: Gravitational Waves 2 - University of Arizona",Course-Difficulty|Computer-Science|Math-And-Logic|Physics-And-Astronomy
42011,"Design and Development of Educational Technology - University of British Columbia",Arts-And-Humanities|Computer-Science
42723,"Global Health - University of Geneva",Health
42738,"Spanish Tenses Simplified: Master the Main Tenses FAST!",Course-Difficulty|Language-Learning|Health
43928,"Japanese In Context - Elementary Japanese Course by Udemy",Course-Difficulty|Language-Learning|Digital-Marketing|Physics-And-Astronomy
44022,"Interaction Design Specialization - University of California, San Diego (UCSD)",Business-And-Management|Design|Environmental-Science|Arts-And-Humanities
44191,"Digital Marketing Strategy - The University of Edinburgh",Course-Difficulty|Digital-Marketing|Physics-And-Astronomy
44195,"Interaction Design Specialization 2 - University of California, San Diego (UCSD)",Arts-And-Humanities|Math-And-Logic
44199,"Advanced Linear Models for Data Science 3 - Microsoft",Computer-Science|Math-And-Logic|Physics-And-Astronomy
44555,"Ultimate Linear Algebra Guide 3 - Udemy",Math-And-Logic|Electrical-And-Mechanical-Engineering|Physics-And-Astronomy
44665,"Advanced Linear Models for Data Science 3 - Microsoft",Computer-Science|Math-And-Logic|Social-Science
44761,"Advanced Linear Models for Data Science 4 - Microsoft",Computer-Science|Math-And-Logic|Social-Science
44840,"Design and Development of Educational Technology 2 - University of British Columbia",Arts-And-Humanities
44972,"Design and Development of Educational Technology 3 - University of British Columbia",Arts-And-Humanities|Health
44974,"Ultimate Linear Algebra Guide 4 - Udemy",Math-And-Logic|Physics-And-Astronomy
45081,"Understanding Anxiety, Depression, and CBT - University of Reading",Language-Learning|Health|Physics-And-Astronomy
45186,"Entrepreneurship: The Startup Guide for Finding Your Unique Idea 2",Course-Difficulty|Business-And-Management|Physics-And-Astronomy
45431,"Entrepreneurship: The Startup Guide for Finding Your Unique Idea 3",Business-And-Management|Design|Environmental-Science|Arts-And-Humanities
45447,"Fundamentals of Math - RIT (Rochester Institute of Technology)",Math-And-Logic|Social-Science|Physics-And-Astronomy
45499,"Introduction to Astrophysics 2 - École Polytechnique Fédérale de Lausanne",Course-Difficulty|Digital-Marketing|Physics-And-Astronomy
45501,"Mathematics for Computer Science 2 - Stanford University",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
45517,"Introduction to Typography - California Institute of the Arts 2",Design|Environmental-Science|Arts-And-Humanities
45666,"Introduction to Typography 3 - California Institute of the Arts",Arts-And-Humanities
45668,"Italian Language and Culture for Beginners 3",Math-And-Logic|Language-Learning|Electrical-And-Mechanical-Engineering
45672,"Introduction to Logic 2 - Stanford University",Business-And-Management|Arts-And-Humanities|Math-And-Logic|Language-Learning|Electrical-And-Mechanical-Engineering
45720,"Introduction to Logic 3 - Stanford University",Arts-And-Humanities|Math-And-Logic
45722,"Business Foundations Specialization - University of Pennsylvania",Course-Difficulty|Business-And-Management|Language-Learning
45728,"AI in Digital Art - Udemy",Arts-And-Humanities
45880,""Git Complete: The definitive, step-by-step guide to Git" by Jason Taylor",Data-Science
46335,""Flutter & Dart - The Complete Guide [2022 Edition]" by Maximilian Schwarzmüller",Course-Difficulty|Computer-Science|Math-And-Logic|Physics-And-Astronomy
46530,"Business Model Innovation - Udemy 3",Course-Difficulty|Business-And-Management|Digital-Marketing
46578,"Drawing as Self-Discovery 2 - Mari Andrew (Skillshare)",Business-And-Management|Arts-And-Humanities|Math-And-Logic
46723,"Mechanics - University of New South Wales",Math-And-Logic|Physics-And-Astronomy
46965,"Mechanics 2 - University of New South Wales",Course-Difficulty|Arts-And-Humanities|Health|Physics-And-Astronomy
46970,"The Science of Happiness - University of California, Berkeley",Course-Difficulty|Arts-And-Humanities
46972,"Speak English With Confidence: English Speaking Course",Course-Difficulty|Arts-And-Humanities|Language-Learning
46976,"Algebra III: Statistics - Khan Academy",Arts-And-Humanities|Math-And-Logic|Language-Learning|Electrical-And-Mechanical-Engineering
47044,"Mechanics 3 - University of New South Wales",Course-Difficulty|Computer-Science|Math-And-Logic|Physics-And-Astronomy
47099,"Algebra II: Statistics - Khan Academy",Math-And-Logic
47200,"Advanced Mechanics - University of Florida",Course-Difficulty|Physics-And-Astronomy
47518,"Illustration and Lettering - Martina Flor (Skillshare)",Arts-And-Humanities
47610,"Algebra III: Advanced Statistics",Math-And-Logic|Language-Learning|Social-Science|Electrical-And-Mechanical-Engineering
47629,"Linear Algebra 3: Vectors and Spaces - Khan Academy",Math-And-Logic
47997,"Illustration and Lettering 2 - Martina Flor (Skillshare)",Business-And-Management|Arts-And-Humanities|Digital-Marketing|Physics-And-Astronomy
48043,"Spanish for Beginners 2 - University of California, Davis",Math-And-Logic|Language-Learning|Electrical-And-Mechanical-Engineering
48082,"Spanish for Beginners 3 - University of Florida",Arts-And-Humanities|Math-And-Logic|Language-Learning|Electrical-And-Mechanical-Engineering
48304,"Foundations of Business Strategy 2 - University of Virginia",Business-And-Management|Math-And-Logic|Physics-And-Astronomy
48385,"The Art of Music Production - Berklee College of Music",Arts-And-Humanities
48394,"Quantum Physics I and Quantum Physics II - MIT",Math-And-Logic|Language-Learning|Physics-And-Astronomy
48516,"Quantum Physics I and Quantum Physics II - Havard",Computer-Science|Math-And-Logic|Physics-And-Astronomy
48738,"Mechanics of Materials I - MIT",Math-And-Logic|Physics-And-Astronomy
48774,"Introduction to Waves - Udemy",Course-Difficulty|Business-And-Management|Math-And-Logic|Digital-Marketing|Physics-And-Astronomy
48780,"Introduction to Waves 2- Udemy",Math-And-Logic|Social-Science|Digital-Marketing|Physics-And-Astronomy
48783,"Data Science and Machine Learning Bootcamp with Matlab 2 - University of São Paulo",Math-And-Logic
48877,"Science of Exercise - University of Colorado Boulder",Computer-Science|Health|Physics-And-Astronomy
49272,"Complete Physics Course 2 - Udemy",Course-Difficulty|Business-And-Management|Physics-And-Astronomy
49274,"Global Environmental Management - Technical University of Denmark (DTU)",Business-And-Management|Design|Environmental-Science|Arts-And-Humanities
49278,""The Science of the Solar System" by California Institute of Technology",Course-Difficulty|Digital-Marketing|Physics-And-Astronomy
49286,"Shakespeare: On the Page and in Performance - Wellesley College",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
49530,""The Science of the Solar System 2" by California Institute of Technology",Course-Difficulty|Business-And-Management|Computer-Science|Math-And-Logic|Physics-And-Astronomy
49649,""Global Business Strategy" by the University of London",Course-Difficulty|Business-And-Management|Language-Learning
49651,""Mathematics for Machine Learning 3" by Imperial College London",Course-Difficulty|Math-And-Logic
50068,""Introduction to Mathematical Thinking 2" by Stanford University",Math-And-Logic
50794,"Data Science Math Skills 2 - Duke University",Course-Difficulty|Computer-Science|Math-And-Logic|Physics-And-Astronomy
50872,""Fashion as Design 5" by The Museum of Modern Art",Design|Environmental-Science|Math-And-Logic
51077,""The Science of the Solar System 3" by MIT",Course-Difficulty|Language-Learning|Physics-And-Astronomy
51084,"Music and Lyrics (2007)",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
51086,"Linear Algebra for Beginners: Open Doors to Great Careers 2",Math-And-Logic|Social-Science|Physics-And-Astronomy
51255,"Hot Fuzz (2007)",Course-Difficulty|Arts-And-Humanities|Computer-Science|Social-Science
51412,"Introduction to Electricity and Magnetism - Duke University",Course-Difficulty|Digital-Marketing|Physics-And-Astronomy
51540,"Introduction to Electricity and Magnetism 2 - Duke University",Computer-Science|Math-And-Logic|Physics-And-Astronomy
51662,""German for Beginners 3" by the University of California, Davis",Course-Difficulty|Language-Learning
51935,"Mechanics of Materials I: Fundamentals of Stress & Strain and Axial Loading",Course-Difficulty|Math-And-Logic|Physics-And-Astronomy
52245,"Digital Illustration: Learn to Use Procreate",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
52281,"Physics: Advanced Level Problems and Solutions - Udemy",Course-Difficulty|Computer-Science|Health|Digital-Marketing|Physics-And-Astronomy
52287,""Fashion as Design 4" by The Museum of Modern Art",Course-Difficulty|Business-And-Management|Design|Environmental-Science|Arts-And-Humanities|Digital-Marketing
52328,"Physics: Advanced Level Problems and Solutions 2 by MIT",Business-And-Management|Math-And-Logic|Digital-Marketing|Physics-And-Astronomy
52458,"Physics I - Massachusetts Institute of Technology (MIT)",Math-And-Logic|Physics-And-Astronomy
52604,"Physics II - Massachusetts Institute of Technology (MIT)",Computer-Science|Math-And-Logic|Social-Science|Physics-And-Astronomy
52722,"Physics - Introduction to Waves, Complete Physics Course 2",Course-Difficulty|Business-And-Management|Digital-Marketing|Physics-And-Astronomy
52973,"The Science of Happiness - MIT",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
52975,"The Science of Happiness 2 - Havard",Arts-And-Humanities|Math-And-Logic
53000,""The Science of the Solar System" by California Institute of Technology",Health|Digital-Marketing|Physics-And-Astronomy
53121,""Fashion as Design 5" by The Museum of Modern Art",Business-And-Management|Design|Environmental-Science|Arts-And-Humanities|Language-Learning
53125,"Spanish for Successful Communication in Healthcare Settings",Course-Difficulty|Business-And-Management|Arts-And-Humanities|Language-Learning
53322,""Quantum Mechanics for Everyone - Cornell University",Computer-Science|Physics-And-Astronomy
53464,"Business and Data Analysis Skills - Cornell University",Course-Difficulty|Business-And-Management|Digital-Marketing
53519,"Essential Mathematics for Artificial Intelligence - Cornell University",Course-Difficulty|Business-And-Management|Computer-Science|Health|Physics-And-Astronomy
53894,"Essential Mathematics for Artificial Intelligence 2 - Cornell University",Data-Science|Math-And-Logic
53953,"Advanced Linear Models for Data Science 2 - Microsoft",Math-And-Logic|Health|Physics-And-Astronomy
53972,"Understanding Einstein: The Special Theory of Relativity 2 - Stanford University",Course-Difficulty|Business-And-Management|Computer-Science|Physics-And-Astronomy
53993,"Evan Almighty (2007)",Arts-And-Humanities|Language-Learning
53996,"Understanding Einstein: The Special Theory of Relativity 3 - Stanford University",Course-Difficulty|Digital-Marketing|Physics-And-Astronomy
54001,"Arabic Language and Culture: Beginner - Qatar University",Business-And-Management|Math-And-Logic|Language-Learning
54004,"Global Environmental Management - Technical University of Denmark (DTU)",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
54190,""Introduction to Mathematical Thinking" by Stanford University",Math-And-Logic|Language-Learning|Electrical-And-Mechanical-Engineering
54259,"The Modern World, Part One - University of Virginia",Business-And-Management|Arts-And-Humanities|Language-Learning|Electrical-And-Mechanical-Engineering
54272,""Fashion" by MIT",Design|Arts-And-Humanities
54286,"Mechanics of Materials III - Georgia Institute of Technology",Course-Difficulty|Computer-Science|Physics-And-Astronomy
54503,"The Modern World, Part Two - University of Virginia",Arts-And-Humanities
54881,""Data Science Specialization 3" by Johns Hopkins University",Data-Science
54995,""Healthcare Innovation" by Cornell University",Course-Difficulty|Health|Digital-Marketing
54997,""Introduction to Mathematical Thinking" by Brown University",Course-Difficulty|Computer-Science|Math-And-Logic
54999,"Modern and Contemporary Art and Design 2 - The Museum of Modern Art",Course-Difficulty|Arts-And-Humanities|Computer-Science
55052,"Fundamentals of Electric Power Engineering - Delft University of Technology",Math-And-Logic|Electrical-And-Mechanical-Engineering
55118,"Introduction to Electronics 2 - Rice university",Computer-Science|Math-And-Logic|Physics-And-Astronomy
55232,"Quantum Mechanics and Quantum Computation - Rice university",Course-Difficulty|Health|Digital-Marketing|Physics-And-Astronomy
55247,"Logic and Computational Thinking 2 - Microsoft",Course-Difficulty|Business-And-Management|Math-And-Logic
55269,"Logic and Computational Thinking 3 - Microsoft",Business-And-Management|Arts-And-Humanities|Math-And-Logic
55276,"Logic and Computational Thinking - Cornell university",Math-And-Logic|Physics-And-Astronomy
55282,"Epidemiology: The Basic Science of Public Health 2 - University of North Carolina at Chapel Hill",Health|Physics-And-Astronomy
55290,"Full Stack Web and Multiplatform Mobile App Development Specialization - The Hong Kong University of Science and Technology",Computer-Science|Math-And-Logic|Social-Science
55363,"Full Stack Web and Multiplatform Mobile App Development Specialization - University of Rochester",Computer-Science|Math-And-Logic
55442,""Design" by University of Rochester",Design|Math-And-Logic
55721,"Blockchain Basics - University at Buffalo",Course-Difficulty|Computer-Science|Math-And-Logic|Physics-And-Astronomy
55765,"Blockchain Basics - University of Rochester",Computer-Science|Math-And-Logic|Physics-And-Astronomy
55768,"Graphic Design Specialization - University of Rochester",Design|Arts-And-Humanities
55820,"Intro to SQL: Querying and managing data - Khan Academy",Computer-Science|Math-And-Logic
55830,"Introduction to Classical Music - University of Rochester",Arts-And-Humanities
56145,""Healthcare Innovation and Entrepreneurship" by Arizona State University",Health|Digital-Marketing
56152,"Archaeology's Dirty Little Secrets - ASU",Business-And-Management|Design|Environmental-Science|Arts-And-Humanities|Language-Learning|Electrical-And-Mechanical-Engineering
56171,""Environmental Science and Sustainability 2" by The University of Illinois at Urbana-Champaign",Business-And-Management|Environmental-Science|Language-Learning
56174,""Global Health: An Interdisciplinary Overview - University of Rochester",Course-Difficulty|Health|Digital-Marketing|Physics-And-Astronomy
56251,"Design Thinking for Innovation 2 - University of Rochester",Design|Arts-And-Humanities|Digital-Marketing
56367,"Critical Thinking in Global Challenges - The University of Florida",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
56587,"Critical Thinking in Global Challenges - The University of Rochester",Arts-And-Humanities|Math-And-Logic
56757,""The Science of the Solar System" by ASU",Math-And-Logic|Health|Physics-And-Astronomy
56775,""Global Business Strategy" by the University of South Florida",Course-Difficulty|Business-And-Management
56782,"Essential Mathematics for Artificial Intelligence - Rice University",Math-And-Logic
56941,"Indigenous Canada - University of Alberta",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
56949,"Cultural Competence 2 - Purdue University",Arts-And-Humanities|Electrical-And-Mechanical-Engineering
57368,"A Life of Happiness and Fulfillment - Rice University",Course-Difficulty|Social-Science|Digital-Marketing|Physics-And-Astronomy
57504,"Cultural Competence 3 - Purdue University",Design|Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering|Digital-Marketing
57640,""Global Business Strategy 2" by the Rice University",Course-Difficulty|Business-And-Management|Language-Learning|Digital-Marketing
57669,"Mindshift - McMaster University",Arts-And-Humanities|Computer-Science|Math-And-Logic|Physics-And-Astronomy
58025,"Calculus: Single Variable - University of Pennsylvania",Course-Difficulty|Business-And-Management|Math-And-Logic|Digital-Marketing|Physics-And-Astronomy
58047,"Understanding International Relations Theory - National Research University Higher School of Economics",Arts-And-Humanities|Math-And-Logic|Electrical-And-Mechanical-Engineering
58156,"Understanding International Relations Theory - Udemy",Arts-And-Humanities
58293,"Quantum Physics: What Everyone Needs to Know - Udemy",Business-And-Management|Electrical-And-Mechanical-Engineering|Physics-And-Astronomy
58295,"Physics 101: Introduction to Mechanics - ASU",Course-Difficulty|Computer-Science|Physics-And-Astronomy
